product_id,product_name,category,subcategory,price,cost,stock_quantity,is_active,tags,created_at
429,Cafeteira Multilaser,home,cafeteira,3754.73,1709.02,338,true,destaque;oferta;multilaser;home,2024-02-12
1,Smartphone Samsung,electronics,smartphone,1298.64,559.39,302,false,samsung;oferta,2024-02-25
18,Notebook Tramontina,electronics,notebook,5206.48,2462.14,-3,true,promoção;notebook;oferta;novo,2024-04-29
430,Cafeteira Puma,home,cafeteira,3603.1,1544.53,27,true,novo;puma;destaque,2024-03-08
529,Creme Facial Logitech,beauty,creme_facial,7628.03,3592.99,279,true,logitech;novo,2024-05-03
460,Autoajuda Samsung,books,autoajuda,387.61,196.4,298,true,autoajuda;oferta,2024-01-24
143,Mouse Gamer Apple,games,mouse_gamer,3891.2,2274.18,-41,true,mouse;apple;novo;destaque,2024-04-09
369,Cadeira Electrolux,home,cadeira,4973.34,2098.07,489,true,electrolux;novo;home;promoção,2024-05-19
269,Calça Jeans Philips,fashion,calça_jeans,2237.77,1515.84,28,true,destaque;oferta;fashion;philips,2024-01-04
7,Tablet Adidas,electronics,tablet,2465.69,1670.79,166,true,oferta;adidas,2024-03-21
98,Console Logitech,games,console,3459.74,2046.66,241,true,novo;console;oferta;games,2024-01-17
4,Smartphone LG,electronics,smartphone,879.89,377.49,413,true,promoção;novo;lg;oferta,2024-01-21
89,Roteador Mondial,electronics,roteador,3737.39,2259.4,312,false,destaque;electronics;promoção;oferta,2024-02-29
401,Vaso Nike,home,vaso,3857.65,1837.61,42,true,novo;promoção;vaso;home,2024-01-02
139,Cadeira Gamer LG,games,cadeira_gamer,4542.41,2138.26,14,true,oferta;destaque,2024-03-26
333,Saia JBL,fashion,saia,6861.89,3091.84,390,true,novo;promoção,2024-04-19
266,Calça Jeans Oster,fashion,calça_jeans,5306.27,2144.47,485,false,calça;destaque;novo;promoção,2024-04-18
235,Patins Mondial,sports,patins,998.01,428.73,285,true,patins;promoção;destaque,2024-05-30
225,Bola Basquete Nike,sports,bola_basquete,4029.89,2532.4,220,false,novo;oferta;promoção;nike,2024-01-07
144,Mouse Gamer Puma,games,mouse_gamer,7865.43,3248.9,382,true,oferta;puma;mouse,2024-03-02
459,Autoajuda Intelbras,books,autoajuda,2751.11,1348.32,11,true,novo;oferta;destaque;books,2024-01-25
290,Tênis Casual Philips,fashion,tênis_casual,5694.58,3648.24,400,true,novo;promoção;tênis,2024-05-24
535,Shampoo Brastemp,beauty,shampoo,4389.48,2808.44,43,true,oferta;beauty;promoção;novo,2024-04-08
566,Batom Electrolux,beauty,batom,4384.91,2925.38,232,true,batom;beauty;promoção,2024-02-19
379,Tapete Puma,home,tapete,1152.74,462.84,484,true,home;destaque;tapete,2024-02-24
90,Roteador Oster,electronics,roteador,,1988.95,411,false,destaque;novo;electronics,2024-01-19
133,Headset Gamer Brastemp,games,headset_gamer,2696.97,1716.45,378,true,headset;novo;games;promoção,2024-02-09
130,Headset Gamer Intelbras,games,headset_gamer,3033.19,1743.54,495,false,novo;destaque,2024-01-22
13,Notebook Adidas,electronics,notebook,5409.91,2956.96,425,true,adidas;electronics,2024-05-25
330,Blazer Philips,fashion,blazer,3812.75,2539.49,237,true,philips;destaque;novo,2024-05-28
118,Jogo Xbox Sony,games,jogo_xbox,2023.34,1406.9,484,true,oferta;jogo,2024-03-15
599,Kit Barba Brastemp,beauty,kit_barba,2910.76,1931.28,139,true,destaque;kit;brastemp,2024-03-15
207,Corda Oster,sports,corda,1992.0,921.63,465,true,sports;destaque,2024-01-31
344,Moletom Adidas,fashion,moletom,7872.67,5161.91,218,true,oferta;adidas,2024-01-03
495,HQ DC Sony,books,hq_dc,7549.37,3695.66,213,true,destaque;hq,2024-05-26
484,Infantil Brastemp,books,infantil,3876.14,2453.07,368,true,novo;destaque;oferta,2024-05-17
412,Panela Oster,home,panela,8524.84,5463.42,416,true,promoção;oferta;novo;destaque,2024-03-03
21,Smart TV Samsung,electronics,smart_tv,,5223.49,199,true,smart;promoção;novo,2024-05-04
399,Vaso Dell,home,vaso,7905.0,4422.29,337,true,novo;dell;promoção;oferta,2024-04-04
383,Cortina Multilaser,home,cortina,5951.14,3618.52,413,true,home;multilaser;cortina,2024-03-04
413,Panela Sony,home,panela,6828.6,4700.61,300,true,sony;panela;oferta,2024-04-07
491,HQ Marvel Oster,books,hq_marvel,8213.74,4678.94,444,true,oferta;destaque,2024-01-14
182,Tênis Running Intelbras,sports,tênis_running,2191.26,909.88,119,true,promoção;tênis,2024-04-30
569,Base Multilaser,beauty,base,7765.81,3610.58,7,false,oferta;beauty;destaque;base,2024-04-21
54,Teclado Logitech,electronics,teclado,7041.23,4193.24,102,true,electronics;oferta;destaque;promoção,2024-01-30
226,Raquete Tênis Mondial,sports,raquete_tênis,3497.43,1705.19,461,true,novo;sports;promoção;destaque,2024-02-05
396,Quadro Tramontina,home,quadro,4673.37,2437.8,449,true,home;promoção,2024-04-30
581,Secador Adidas,beauty,secador,8726.72,4908.17,227,true,beauty;adidas;destaque,2024-02-29
279,Jaqueta LG,fashion,jaqueta,8753.43,3875.25,118,false,jaqueta;promoção;lg;novo,2024-05-09
523,Perfume Apple,beauty,perfume,4051.58,1870.61,406,true,destaque;perfume;apple,2024-05-29
101,Controle LG,games,controle,4017.78,2752.85,351,true,destaque;controle;lg;promoção,2024-03-11
3,Smartphone Puma,electronics,smartphone,7293.57,2931.65,174,true,electronics;smartphone,2024-01-27
456,Técnico Programação Electrolux,books,técnico_programação,3253.35,1749.05,85,true,promoção;novo;técnico;books,2024-05-16
114,Jogo Xbox Oster,games,jogo_xbox,8296.83,4192.45,336,false,games;destaque,2024-01-08
590,Chapinha Tramontina,beauty,chapinha,7651.73,4614.9,201,true,chapinha;novo;destaque,2024-05-10
471,Fantasia Apple,books,fantasia,6270.16,3765.09,269,true,books;apple;fantasia,2024-02-21
198,Esteira Tramontina,sports,esteira,1189.54,825.09,500,true,destaque;oferta;novo,2024-04-18
558,Hidratante Intelbras,beauty,hidratante,6829.29,3076.02,124,true,intelbras;destaque,2024-04-06
80,Powerbank Nike,electronics,powerbank,-94.67,4093.69,247,false,promoção;novo,2024-02-07
262,Camiseta Dell,fashion,camiseta,5326.06,2744.04,71,true,destaque;dell;fashion,2024-05-21
142,Mouse Gamer LG,games,mouse_gamer,5623.49,2355.35,274,true,novo;oferta;games;destaque,2024-03-15
245,Prancha Surf Nike,sports,prancha_surf,7345.35,5062.04,350,false,destaque;promoção;oferta,2024-02-12
62,Mouse Puma,electronics,mouse,4422.23,2774.73,251,false,puma;mouse,2024-02-26
447,Ficção Científica Mondial,books,ficção_científica,1175.94,552.46,387,true,destaque;books;mondial,2024-04-06
9,Tablet Apple,electronics,tablet,7967.02,4723.29,381,true,novo;promoção;oferta;destaque,2024-04-02
446,Ficção Científica Electrolux,books,ficção_científica,6188.49,3103.69,30,true,destaque;books;novo,2024-01-28
557,Hidratante Mondial,beauty,hidratante,4935.08,2450.15,23,true,mondial;oferta;hidratante,2024-02-06
493,HQ Marvel Dell,books,hq_marvel,5621.25,2675.34,278,true,promoção;books;destaque;oferta,2024-04-26
95,Console Mondial,games,console,2690.87,1679.76,276,true,novo;console;games;destaque,2024-05-03
170,Arcade Stick LG,games,arcade_stick,3294.16,1602.87,281,true,destaque;novo;lg;games,2024-01-25
570,Base Puma,beauty,base,5235.61,3495.01,293,true,puma;oferta;promoção,2024-05-09
38,Smartwatch LG,electronics,smartwatch,6392.89,2560.4,368,true,promoção;lg;smartwatch,2024-03-21
243,Prancha Surf Intelbras,sports,prancha_surf,1314.93,679.21,216,true,destaque;novo;sports,2024-05-22
64,Caixa de Som Tramontina,electronics,caixa_de_som,2873.77,1789.97,98,true,promoção;caixa;novo;destaque,2024-01-26
122,Jogo Switch Philips,games,jogo_switch,3088.24,1543.87,58,true,jogo;destaque;games,2024-03-01
445,Ficção Científica LG,books,ficção_científica,5250.02,3187.95,394,true,books;promoção,2024-01-24
318,Cinto Samsung,fashion,cinto,7810.46,5047.94,159,false,oferta;novo,2024-05-25
82,Powerbank Tramontina,electronics,powerbank,2440.85,978.22,296,false,promoção;novo,2024-05-03
426,Liquidificador Intelbras,home,liquidificador,5212.22,3101.06,145,true,destaque;novo;promoção,2024-04-24
356,Sofá Tramontina,home,sofá,4456.63,2881.44,130,true,tramontina;promoção,2024-02-25
271,Calça Jeans Samsung,fashion,calça_jeans,6609.02,2877.68,219,true,samsung;calça;novo;oferta,2024-05-07
422,Liquidificador Philips,home,liquidificador,8813.51,5339.26,411,true,promoção;oferta;home;novo,2024-02-08
482,Infantil Dell,books,infantil,7675.69,4201.93,16,false,infantil;promoção,2024-02-26
576,Rímel Tramontina,beauty,rímel,4214.39,1737.43,360,true,destaque;beauty;oferta;rímel,2024-03-02
541,Kit Maquiagem Samsung,beauty,kit_maquiagem,924.22,398.5,145,true,samsung;oferta,2024-01-24
305,Relógio Apple,fashion,relógio,529.18,264.23,283,true,relógio;oferta;fashion;apple,2024-01-13
575,Rímel JBL,beauty,rímel,5602.42,2805.18,465,true,jbl;promoção,2024-04-03
71,Carregador Brastemp,electronics,carregador,686.89,322.86,301,true,brastemp;novo;electronics,2024-02-08
55,Teclado Multilaser,electronics,teclado,5096.92,2372.05,85,true,teclado;multilaser,2024-05-28
283,Jaqueta Brastemp,fashion,jaqueta,4094.15,2206.76,413,true,destaque;novo;brastemp;fashion,2024-03-24
505,Mangá Multilaser,books,mangá,8067.65,4346.37,28,true,destaque;oferta;mangá;multilaser,2024-02-23
37,Smartwatch Samsung,electronics,smartwatch,392.27,227.11,223,true,novo;electronics;smartwatch,2024-01-12
56,Teclado Nike,electronics,teclado,279.7,138.06,203,true,novo;destaque,2024-03-03
567,Batom Philips,beauty,batom,5705.92,3952.3,354,true,beauty;philips;promoção,2024-04-27
355,Sofá Apple,home,sofá,6845.13,3193.42,493,true,novo;sofá;apple;oferta,2024-02-12
191,Halteres Intelbras,sports,halteres,8617.42,4683.18,191,false,novo;promoção;oferta;sports,2024-03-04
192,Halteres Nike,sports,halteres,6138.35,3552.54,270,true,novo;nike,2024-01-16
100,Controle JBL,games,controle,5306.07,3279.04,426,false,promoção;controle;jbl;destaque,2024-02-25
545,Protetor Solar Philips,beauty,protetor_solar,3992.65,2186.04,91,false,beauty;novo,2024-04-20
80,Powerbank Nike,electronics,powerbank,8396.31,4093.69,247,false,promoção;novo,2024-02-07
444,Ficção Científica Apple,books,ficção_científica,2161.58,1146.17,299,true,oferta;books;apple,2024-01-11
228,Raquete Tênis Multilaser,sports,raquete_tênis,8499.84,5238.2,234,true,raquete;multilaser,2024-04-11
409,Almofada Adidas,home,almofada,3269.25,1950.13,141,false,destaque;promoção;oferta,2024-05-30
472,Fantasia Electrolux,books,fantasia,7112.43,4163.54,-39,true,destaque;fantasia;oferta,2024-01-28
214,Luvas Nike,sports,luvas,3389.71,1984.17,247,false,nike;novo,2024-05-21
345,Moletom Mondial,fashion,moletom,7674.52,4597.09,224,true,mondial;moletom;destaque;fashion,2024-01-30
128,Jogo Switch Mondial,games,jogo_switch,8841.37,3760.22,362,false,novo;oferta;destaque,2024-02-10
65,Caixa de Som Intelbras,electronics,caixa_de_som,7501.17,3667.13,362,true,intelbras;oferta;novo,2024-03-15
419,Frigideira Mondial,home,frigideira,4754.76,2505.53,177,false,oferta;home;promoção;mondial,2024-05-12
199,Esteira Adidas,sports,esteira,4810.23,3112.26,141,true,oferta;adidas;destaque;promoção,2024-01-05
149,Teclado Gamer Mondial,games,teclado_gamer,3337.32,2133.17,217,true,novo;games;oferta,2024-03-16
171,Arcade Stick Philips,games,arcade_stick,3574.98,2282.51,386,true,novo;oferta,2024-04-12
473,Fantasia JBL,books,fantasia,220.63,145.67,194,true,promoção;novo;destaque,2024-01-23
450,Biografia Logitech,books,biografia,7951.35,4658.86,164,true,novo;promoção;books;destaque,2024-05-21
300,Relógio LG,fashion,relógio,8841.31,3981.83,362,true,lg;relógio;fashion,2024-03-04
189,Bicicleta Dell,sports,bicicleta,2157.6,1350.93,370,true,destaque;bicicleta;sports,2024-01-16
270,Calça Jeans Apple,fashion,calça_jeans,6384.97,3897.7,267,true,calça;fashion,2024-03-09
585,Secador Oster,beauty,secador,1492.98,649.56,225,true,beauty;oferta;novo,2024-01-09
461,Autoajuda Dell,books,autoajuda,5155.25,2942.2,166,false,promoção;destaque,2024-05-27
36,Fone Bluetooth JBL,electronics,fone_bluetooth,261.68,119.83,495,true,destaque;novo;promoção,2024-05-17
587,Chapinha Dell,beauty,chapinha,8780.65,4384.92,148,true,destaque;promoção;chapinha;dell,2024-05-02
215,Bola Futebol Samsung,sports,bola_futebol,-31.84,4412.35,54,true,sports;oferta;destaque;bola,2024-03-31
595,Escova JBL,beauty,escova,6808.65,3003.15,283,false,oferta;escova,2024-05-29
481,Terror LG,books,terror,284.35,197.85,313,true,books;oferta;lg;terror,2024-01-21
242,Skate Tramontina,sports,skate,3199.85,1719.47,409,true,novo;tramontina;sports;skate,2024-01-31
172,VR Headset Apple,games,vr_headset,4139.54,2408.71,313,true,promoção;novo,2024-03-17
94,Roteador Tramontina,electronics,roteador,2009.79,918.55,392,true,tramontina;destaque;oferta;roteador,2024-04-22
424,Liquidificador Logitech,home,liquidificador,476.86,204.9,130,false,logitech;promoção;liquidificador;novo,2024-04-02
452,Biografia JBL,books,biografia,7866.87,3623.67,292,false,promoção;novo;destaque;biografia,2024-01-13
306,Relógio Oster,fashion,relógio,3566.02,2014.44,1,false,relógio;destaque,2024-05-02
263,Camiseta Adidas,fashion,camiseta,5428.3,3345.75,13,true,novo;oferta,2024-05-10
273,Vestido Mondial,fashion,vestido,444.0,292.54,196,true,oferta;mondial,2024-05-21
423,Liquidificador Tramontina,home,liquidificador,4282.71,1725.6,457,true,liquidificador;oferta;novo,2024-05-25
22,Smart TV Sony,electronics,smart_tv,1435.19,701.83,277,true,smart;sony;destaque;promoção,2024-05-08
230,Patins Multilaser,sports,patins,5713.81,3944.41,143,false,multilaser;novo;sports,2024-05-19
442,Ficção Científica Logitech,books,ficção_científica,4713.63,3274.25,159,true,destaque;oferta,2024-01-11
261,Camiseta Intelbras,fashion,camiseta,5670.65,2525.78,440,true,intelbras;fashion,2024-02-01
6,Tablet Mondial,electronics,tablet,3229.25,1940.95,36,true,destaque;electronics;oferta;promoção,2024-04-07
,Frigideira LG,home,frigideira,4167.12,2528.45,297,true,frigideira;novo;oferta,2024-02-17
125,Jogo Switch Adidas,games,jogo_switch,4007.26,1966.95,259,true,promoção;oferta;adidas,2024-01-15
185,Tênis Running Multilaser,sports,tênis_running,3789.59,2468.09,428,false,sports;destaque;tênis,2024-01-10
363,Mesa Jantar Electrolux,home,mesa_jantar,276.06,122.46,384,true,destaque;mesa;home,2024-01-16
313,Óculos Sol Adidas,fashion,óculos_sol,4990.29,3278.56,6,false,promoção;fashion,2024-02-07
525,Perfume LG,beauty,perfume,7394.9,3754.93,120,false,novo;promoção;perfume;destaque,2024-04-13
46,Câmera Brastemp,electronics,câmera,5532.59,3406.87,280,false,destaque;promoção,2024-04-25
141,Cadeira Gamer Brastemp,games,cadeira_gamer,219.97,102.22,311,false,oferta;cadeira,2024-03-01
169,Arcade Stick Electrolux,games,arcade_stick,1248.5,598.46,23,false,novo;oferta,2024-02-19
554,Hidratante Apple,beauty,hidratante,379.92,168.11,470,true,destaque;oferta,2024-02-03
301,Relógio Brastemp,fashion,relógio,6253.2,3158.77,24,false,destaque;promoção;fashion,2024-04-15
203,Corda Puma,sports,corda,8751.02,5972.36,163,false,sports;corda;promoção,2024-02-17
537,Shampoo Sony,beauty,shampoo,519.94,280.35,485,true,destaque;oferta;promoção,2024-05-01
8,Tablet Electrolux,electronics,tablet,3639.96,1528.26,367,true,destaque;promoção,2024-04-11
317,Cinto Electrolux,fashion,cinto,6976.78,3462.3,45,true,fashion;promoção;destaque,2024-05-12
266,Calça Jeans Oster,fashion,calça_jeans,5306.27,2144.47,485,false,calça;destaque;novo;promoção,2024-04-18
41,Smartwatch Intelbras,electronics,smartwatch,2617.52,1384.58,238,false,destaque;electronics;novo,2024-05-01
350,Sandália Adidas,fashion,sandália,7558.49,4289.47,329,true,oferta;promoção;destaque;fashion,2024-01-20
295,Bolsa Brastemp,fashion,bolsa,3018.62,1763.6,90,true,brastemp;fashion,2024-05-30
559,Esmalte Samsung,beauty,esmalte,1655.48,706.46,213,false,beauty;oferta;destaque;esmalte,2024-05-13
354,Sofá JBL,home,sofá,7435.69,4795.85,392,false,destaque;sofá;promoção;jbl,2024-01-25
109,Jogo PS5 Puma,games,jogo_ps5,7147.4,3104.29,282,true,promoção;games;oferta,2024-03-27
431,Cafeteira Oster,home,cafeteira,5581.36,2373.72,117,true,cafeteira;promoção;home;novo,2024-05-14
249,Barraca Camping Apple,sports,barraca_camping,6217.03,4092.76,315,true,oferta;sports,2024-01-16
238,Skate Multilaser,sports,skate,7649.3,4546.67,379,true,sports;novo;oferta;skate,2024-05-23
159,Volante JBL,games,volante,4218.69,2342.25,282,true,promoção;novo,2024-01-15
387,Cortina Intelbras,home,cortina,4986.17,2807.42,396,true,promoção;home;novo,2024-03-15
408,Almofada Nike,home,almofada,145.75,95.49,99,true,novo;oferta;home;destaque,2024-01-10
270,Calça Jeans Apple,fashion,calça_jeans,6384.97,3897.7,267,true,calça;fashion,2024-03-09
77,Carregador JBL,electronics,carregador,2942.91,2033.71,0,false,jbl;electronics;novo,2024-04-02
552,Hidratante Adidas,beauty,hidratante,2184.13,1128.39,255,false,adidas;hidratante,2024-01-15
543,Kit Maquiagem Oster,beauty,kit_maquiagem,5924.04,3968.92,458,true,beauty;kit;destaque;promoção,2024-01-20
208,Luvas Puma,sports,luvas,6990.05,3594.27,133,true,promoção;oferta;puma;destaque,2024-03-22
485,Infantil Mondial,books,infantil,4750.24,3148.15,231,false,books;novo,2024-05-17
132,Headset Gamer Adidas,games,headset_gamer,3294.82,1496.11,248,true,games;oferta,2024-01-20
